yearOfBirth;householdIncome;workerId;hitCreationDate;gender;date;householdSize;maritalStatus
1968;Less than $10,000;d2bb3b585050d76ecd89c9f394bba1ac;2016-09-08T13:34:51.000Z;female;2016-09-08T13:37:03.148Z;3;divorced
1971;$100,000 or more;0c59d157b4d4bee25ebfc73c2b69be9e;2016-09-08T13:19:18.000Z;male;2016-09-08T13:20:30.489Z;4;married
1984;$10,000-$14,999;7a542d1497e7a1cfaef8bb7a290b73e9;2016-09-08T11:49:19.000Z;female;2016-09-08T13:15:49.606Z;4;divorced
1975;$40,000-$59,999;a5c9f1da7cafa9089559ecaf8f66ddb2;2016-09-08T13:04:16.000Z;female;2016-09-08T13:09:09.794Z;3;married
1992;$15,000-$24,999;a4375ededae82f3e58205d20d720d628;2016-09-08T12:04:18.000Z;female;2016-09-08T13:07:57.964Z;2;married
1984;$60,000-$74,999;8e17f72aa23a4429a3c696fe910e1243;2016-09-08T12:49:16.000Z;female;2016-09-08T12:50:58.901Z;5+;married
1985;$15,000-$24,999;c0a6d621287f22ca102cbb1eef54bec5;2016-09-08T12:34:18.000Z;male;2016-09-08T12:39:25.089Z;3;divorced
1991;$40,000-$59,999;802b781b33e7093b5d407cdb319b3987;2016-09-08T12:19:18.000Z;male;2016-09-08T12:20:31.156Z;2;married
1969;$40,000-$59,999;f5ad22a797994b9adae5ed96210ef77c;2016-09-08T10:19:17.000Z;male;2016-09-08T11:39:05.255Z;3;married
1982;$60,000-$74,999;522a54138e39a18ad41853061d5cfcfe;2016-09-08T11:34:14.000Z;female;2016-09-08T11:37:02.317Z;3;married
1982;$60,000-$74,999;522a54138e39a18ad41853061d5cfcfe;;female;2016-09-08T11:36:59.919Z;3;married
1983;$60,000-$74,999;046b75b2aeeeaa522c08d9f7a78cc760;2016-09-08T11:19:14.000Z;female;2016-09-08T11:20:32.846Z;2;married
1977;Less than $10,000;b74b0954bbc780a9c1bea103370ca369;2016-09-08T11:04:17.000Z;male;2016-09-08T11:05:46.399Z;1;single
1985;Less than $10,000;4797bf9a91d65766ba85ea4e61cff303;2016-09-08T10:49:18.000Z;female;2016-09-08T10:53:33.605Z;4;cohabitating
1990;Less than $10,000;780ccf33851bfc27fd18e4973a46cfa1;2016-09-08T10:04:17.000Z;male;2016-09-08T10:51:18.751Z;3;single
1988;$10,000-$14,999;d0d13c80443ac95f35793eb911f23578;2016-09-08T10:34:18.000Z;male;2016-09-08T10:44:18.759Z;3;married
1990;$75,000-$99,999;28c84fd31a97dca974ee78292608c804;2016-09-08T08:34:17.000Z;female;2016-09-08T09:57:26.687Z;3;married
1964;$15,000-$24,999;ee6195a53bd4b893556925c3cdf1ab2f;2016-09-08T09:49:17.000Z;female;2016-09-08T09:56:45.874Z;3;single
1964;$40,000-$59,999;3425192a05321a626dd0ff90fd1d2f84;2016-09-08T09:34:15.000Z;female;2016-09-08T09:37:21.384Z;4;married
1987;$100,000 or more;a50f8e25234971c2e999a422b8518933;2016-09-08T09:04:15.000Z;female;2016-09-08T09:25:36.522Z;5+;married
1983;$40,000-$59,999;2377fade7bc0c15ec4dfdb9790a6ff20;2016-09-08T09:19:16.000Z;male;2016-09-08T09:23:28.185Z;3;single
1945;$10,000-$14,999;f1ceb3463998a73c13cb151c3487812b;2016-09-08T08:49:15.000Z;male;2016-09-08T08:54:31.144Z;2;married
1978;Less than $10,000;b2044f3418bf408ec29749574951fe51;2016-09-08T08:19:10.000Z;female;2016-09-08T08:37:22.926Z;5+;married
1976;$40,000-$59,999;d9ff748cd8e298bda3c5c02353557fb1;2016-09-08T08:04:15.000Z;female;2016-09-08T08:10:51.667Z;2;married
1966;Less than $10,000;6503da9f72793055c24da5ba990fd2e1;2016-09-08T07:49:17.000Z;female;2016-09-08T08:04:19.991Z;1;single
1970;$25,000-$39,999;427a108dab09eda020986d9242339470;2016-09-08T06:34:16.000Z;female;2016-09-08T07:38:23.329Z;3;divorced
1981;$15,000-$24,999;6701555fe0cbeb02214f65a9340e3c46;2016-09-08T07:34:14.000Z;female;2016-09-08T07:36:51.255Z;3;married
1989;$40,000-$59,999;b62710b243bcea170dd35c99988ab513;2016-09-08T07:19:18.000Z;male;2016-09-08T07:21:13.986Z;3;single
1972;$60,000-$74,999;052fa486f6058b3884dbf728c213cfec;2016-09-08T07:04:17.000Z;male;2016-09-08T07:13:37.169Z;5+;married
1986;$15,000-$24,999;bbf9a862ed93cd38cf2178e355a68e94;2016-09-08T06:19:15.000Z;male;2016-09-08T07:02:08.980Z;3;single
1981;$25,000-$39,999;cb90b4efe9deb33f365e26cb43fc8026;2016-09-08T06:49:17.000Z;male;2016-09-08T06:54:38.187Z;3;married
1979;$10,000-$14,999;217879bd34b347905ace684b75025c31;2016-09-08T06:04:17.000Z;male;2016-09-08T06:09:19.546Z;5+;married
1964;Less than $10,000;a099b8e42b9cb109274469cfdb3b170d;2016-09-08T04:49:18.000Z;male;2016-09-08T05:58:50.795Z;5+;married
1982;$60,000-$74,999;fae1c302a9d1b06018015c549aedee12;2016-09-08T05:49:18.000Z;male;2016-09-08T05:50:30.884Z;2;married
1976;Less than $10,000;01d3c086b30f13f5926e9ce7277340ec;2016-09-08T05:34:17.000Z;female;2016-09-08T05:44:46.549Z;1;divorced
1991;$60,000-$74,999;fcf8c79ffa5facac98c0250c1293df55;2016-09-08T04:19:21.000Z;female;2016-09-08T05:30:02.680Z;3;single
1965;$60,000-$74,999;7b36a3d106dea2a2b09c2b97b4f687db;2016-09-08T05:19:19.000Z;female;2016-09-08T05:21:47.814Z;2;married
1993;$60,000-$74,999;f4bfcb3dcb1a73fb18776cc019364537;2016-09-08T05:04:18.000Z;male;2016-09-08T05:13:47.149Z;3;single
1983;$10,000-$14,999;294d3f1e8a7f1a01d0eec616f5decc61;2016-09-08T04:34:17.000Z;male;2016-09-08T04:52:14.902Z;1;married
1962;$75,000-$99,999;0039fadec381eff46e06a277eec4eb54;2016-09-08T04:04:16.000Z;female;2016-09-08T04:05:14.039Z;2;divorced
1997;Less than $10,000;a2e942e31fa2d96bf72ab31722a50234;2016-09-08T03:49:31.000Z;male;2016-09-08T03:51:51.674Z;5+;single
1980;$15,000-$24,999;8c5a56a2c9bc8ea7c73a94158637a075;2016-09-08T03:34:21.000Z;female;2016-09-08T03:35:26.087Z;4;married
1980;$15,000-$24,999;8c5a56a2c9bc8ea7c73a94158637a075;;female;2016-09-08T03:35:24.686Z;4;married
1990;Less than $10,000;668f7ac41fd7daf79fcb8e8b60774943;2016-09-08T03:19:22.000Z;female;2016-09-08T03:24:18.922Z;1;single
1998;$75,000-$99,999;72144567c482b4688a98cea576ad8305;2016-09-08T03:04:42.000Z;female;2016-09-08T03:06:25.919Z;5+;cohabitating
1981;$60,000-$74,999;bff316c820f4ec458b02447b0c9a2cc4;2016-09-08T02:49:22.000Z;female;2016-09-08T02:57:13.388Z;4;married
1998;Less than $10,000;09b1f5c0c236945b646a38a671acfa9b;2016-09-08T02:34:20.000Z;female;2016-09-08T02:47:40.751Z;5+;single
1967;$25,000-$39,999;e339c617921d962ce781af4199a15cbd;2016-09-08T02:19:21.000Z;female;2016-09-08T02:44:18.200Z;5+;divorced
1976;$100,000 or more;5eb23043d6780e6d6bb3640111069559;2016-09-08T01:19:12.000Z;female;2016-09-08T02:41:10.855Z;3;married
1967;$40,000-$59,999;3d16aca26cc5e723e0df64857f1253fa;2016-09-08T02:04:18.000Z;male;2016-09-08T02:06:17.623Z;3;married
1985;$60,000-$74,999;2f271a62d5fc92a35f144272e57917f0;2016-09-08T01:49:17.000Z;female;2016-09-08T01:50:20.891Z;3;married
1958;$25,000-$39,999;f6f5aff487d66d96cf235ba4d850e360;2016-09-08T01:34:12.000Z;female;2016-09-08T01:35:36.056Z;2;married
1990;Less than $10,000;92ee3dc99235bf5cc20d38168c986b91;2016-09-08T00:49:13.000Z;male;2016-09-08T01:22:45.654Z;1;single
1996;$40,000-$59,999;3cd5b4753f36e620be1dbb0c7eb2ee88;2016-09-08T01:04:14.000Z;male;2016-09-08T01:07:52.867Z;1;single
1996;$40,000-$59,999;d8c7383413c5772d6d509019d50a8944;2016-09-08T00:34:14.000Z;male;2016-09-08T00:35:39.935Z;5+;single
1979;$25,000-$39,999;eafc239bb63bd1ad2311363292073260;2016-09-08T00:19:13.000Z;female;2016-09-08T00:31:02.603Z;3;married
1983;$15,000-$24,999;ffedeed13c5011126b4299d6a2971ad7;2016-09-07T23:49:11.000Z;male;2016-09-08T00:09:32.405Z;1;single
1992;$75,000-$99,999;481fceab89e9cc497a2126008e5942b3;2016-09-08T00:04:14.000Z;male;2016-09-08T00:08:39.159Z;3;single
1972;$100,000 or more;0a4aa30ec93ff379ca94d6d7f0249e73;2016-09-07T23:34:13.000Z;male;2016-09-08T00:02:53.374Z;4;married
1992;$40,000-$59,999;b84ffa05ad45423aa3f1680ad5bbe02e;2016-09-07T22:34:14.000Z;male;2016-09-08T00:01:40.144Z;4;single
1994;$40,000-$59,999;5362647b1048a1e19de6b04f93282b6a;2016-09-07T23:19:15.000Z;male;2016-09-07T23:57:55.357Z;3;single
1971;$40,000-$59,999;d45e773d2524b6fb4c9ac211e1da2d6f;2016-09-07T22:19:16.000Z;male;2016-09-07T23:37:05.294Z;2;engaged
1991;$25,000-$39,999;1314c0f6f4ea9eea6eb50ac94e7bb82f;2016-09-07T23:04:14.000Z;male;2016-09-07T23:09:34.183Z;3;single
1976;$100,000 or more;e4fab05b664c2eac4debe669eb0f1860;2016-09-07T22:49:11.000Z;female;2016-09-07T22:50:03.843Z;4;married
1992;$40,000-$59,999;4410e93b6cfdb68bd333480074956488;2016-09-07T22:04:13.000Z;male;2016-09-07T22:33:43.833Z;2;cohabitating
1983;$40,000-$59,999;8c1fdb4f1e40702ec2e0b7b4cfdeb541;2016-09-07T21:49:13.000Z;male;2016-09-07T21:50:15.381Z;2;engaged
1984;$75,000-$99,999;88250252b24610f46d8416984fb27dd0;2016-09-07T21:34:13.000Z;male;2016-09-07T21:36:35.451Z;4;single
1969;$40,000-$59,999;bebdaf4796ce107c4c477e7a7c07e693;2016-09-07T21:19:17.000Z;male;2016-09-07T21:30:07.991Z;3;single
1970;$25,000-$39,999;c21d8d5596597d0d452fe3b58711b98f;2016-09-07T21:04:13.000Z;female;2016-09-07T21:28:44.896Z;4;divorced
1983;$15,000-$24,999;07a54005e8a08549d381f6355c4c9fdd;2016-09-07T20:49:12.000Z;female;2016-09-07T21:25:07.906Z;5+;married
1981;$60,000-$74,999;ba18b1cdc4f703fea6144a01fc1d565b;2016-09-07T18:04:16.000Z;male;2016-09-07T21:20:38.795Z;3;single
1989;$40,000-$59,999;d773851cd4a8da0f106e1bb88d3f0151;2016-09-07T19:49:19.000Z;male;2016-09-07T20:38:30.742Z;2;married
1990;$40,000-$59,999;2206d4ec6d644986d32246e97103ce16;2016-09-07T20:34:11.000Z;female;2016-09-07T20:35:08.263Z;2;married
1992;$15,000-$24,999;11640f534fbb0c9f9b59a9f8cae56fce;2016-09-07T20:19:17.000Z;female;2016-09-07T20:20:12.450Z;2;single
1996;$40,000-$59,999;db7845a78f80344e8a66bba8271284ac;2016-09-07T19:04:16.000Z;male;2016-09-07T20:13:11.866Z;3;single
1988;$60,000-$74,999;0c6a294cb2de6775fec1180509d09d4b;2016-09-07T20:04:29.000Z;female;2016-09-07T20:08:49.511Z;2;married
1982;$100,000 or more;1f69385f3c7a99546b320ceb8563204f;2016-09-07T19:19:16.000Z;male;2016-09-07T19:47:24.702Z;3;married
1991;Less than $10,000;6d1aba05a760cac2856a20ef48fc3811;2016-09-07T18:49:15.000Z;male;2016-09-07T19:44:57.235Z;4;single
1970;$100,000 or more;0045cd4e963a972ea8cf78bb46cd9342;;female;2016-09-07T19:37:24.340Z;4;married
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;2016-09-07T18:19:15.000Z;male;2016-09-07T19:30:33.637Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:30.835Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:30.636Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:27.737Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:25.136Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:22.732Z;3;single
1987;$60,000-$74,999;ee890f2fb5f837de2212f32733e03f97;;male;2016-09-07T19:30:22.640Z;3;single
1995;$25,000-$39,999;a4ff716ba11c9a566a72a0611f9fed77;2016-09-07T18:34:50.000Z;male;2016-09-07T18:35:42.937Z;1;single
1969;$25,000-$39,999;ebeb246372ebac29b635738ec47a4b3b;2016-09-07T17:04:14.000Z;female;2016-09-07T18:08:39.550Z;2;single
1959;$75,000-$99,999;25644427ab3e56c2e91fa95409a94b94;2016-09-07T16:49:16.000Z;female;2016-09-07T17:53:48.842Z;2;single
1981;$15,000-$24,999;123aebcb31084d2e38cc6dcc99ae0a19;2016-09-07T17:49:14.000Z;male;2016-09-07T17:51:00.339Z;2;cohabitating
1979;$25,000-$39,999;fff2b021cc90a00f27eb8bb5b79d67f8;2016-09-07T17:34:15.000Z;female;2016-09-07T17:40:09.199Z;5+;married
1989;$15,000-$24,999;4419ccb00db0063cd493e54ed40c3ef1;2016-09-07T17:19:16.000Z;female;2016-09-07T17:22:06.488Z;1;single
1996;$60,000-$74,999;d76f1a464fa9a3fc98614b0e6db64825;2016-09-07T16:34:16.000Z;female;2016-09-07T16:46:59.057Z;5+;single
1990;Less than $10,000;a5343a955e6c4945edc305beb9082883;2016-09-07T15:34:15.000Z;male;2016-09-07T16:41:45.221Z;2;single
1989;$40,000-$59,999;82b782030dba6bb00566c7a01819e79d;2016-09-07T16:19:10.000Z;female;2016-09-07T16:19:48.643Z;5+;married
1990;Less than $10,000;ede00c3c38dda9e397ff4a7327b560b0;2016-09-07T16:04:19.000Z;male;2016-09-07T16:06:58.290Z;2;single
1991;$40,000-$59,999;6aea818a36b0727f0b38d177372984cd;2016-09-07T15:19:20.000Z;male;2016-09-07T16:01:51.798Z;1;single
1961;Less than $10,000;bf87142852a50b7bc1cb9e03dd99f604;2016-09-07T15:49:17.000Z;male;2016-09-07T15:57:40.350Z;4;married
1991;$15,000-$24,999;3b6716a5f79e62db4c2d5c8befdf24af;2016-09-07T14:19:18.000Z;male;2016-09-07T15:23:08.742Z;2;married
1984;$15,000-$24,999;5e6d11a0202feb7d48ecce53d886784d;2016-09-07T15:04:14.000Z;male;2016-09-07T15:05:53.544Z;2;married
1981;$100,000 or more;f064f84307e682c2fe6e72a0ecff862b;2016-09-07T14:49:19.000Z;female;2016-09-07T14:49:52.368Z;2;married
1985;$60,000-$74,999;c84ccafedcc7e02f06bd4b839e3a89a1;2016-09-07T14:34:15.000Z;male;2016-09-07T14:41:47.434Z;3;married
1992;$25,000-$39,999;bff8a0d44fc52f06617bc0ef48e0b66a;2016-09-07T14:04:21.000Z;female;2016-09-07T14:10:19.233Z;2;engaged
1986;$10,000-$14,999;bbb778a95cd4df2d4bda865b363120e4;2016-09-07T13:49:18.000Z;female;2016-09-07T13:53:14.481Z;5+;married
1997;$10,000-$14,999;3c0ad9f0e4b106d727765215200a3c06;2016-09-07T13:34:14.000Z;male;2016-09-07T13:35:16.236Z;5+;single
1990;$15,000-$24,999;6d1889327c99c264faf945c9904191c3;2016-09-07T13:19:17.000Z;male;2016-09-07T13:22:48.943Z;1;single
1998;$25,000-$39,999;39562dacf49e0c3d7261c8ee3389238f;2016-09-07T13:04:17.000Z;male;2016-09-07T13:07:44.290Z;4;single
1968;$100,000 or more;2b104afc4aef77beb51e959bd42b0461;2016-09-07T12:49:11.000Z;female;2016-09-07T12:57:20.836Z;4;married
1981;$40,000-$59,999;8faa162ff556ee0e63e63ba40d8d9db5;2016-09-07T12:34:11.000Z;female;2016-09-07T12:35:12.071Z;2;cohabitating
1980;$100,000 or more;cfe013659f3cba1e3a4f3611977b6ba4;2016-09-07T12:19:11.000Z;male;2016-09-07T12:31:31.576Z;4;married
1990;$40,000-$59,999;ffc6f6f0e2323b275c115f04cc771e9c;2016-09-07T12:04:13.000Z;female;2016-09-07T12:06:35.687Z;2;cohabitating
1996;$60,000-$74,999;059be1cc540962276d2bcfbdb110041b;2016-09-07T11:49:12.000Z;male;2016-09-07T11:54:05.842Z;5+;single
1984;$15,000-$24,999;1b37ba25e3255e5899518cf6b47ef86b;2016-09-07T11:34:11.000Z;female;2016-09-07T11:43:23.045Z;2;married
1960;$75,000-$99,999;e38e25cb94fa5facdcdda92984babb50;2016-09-07T10:34:17.000Z;female;2016-09-07T11:37:15.544Z;2;married
1986;$25,000-$39,999;659b4986643bdf02600fe52cb3f3f686;2016-09-07T11:19:16.000Z;female;2016-09-07T11:19:57.037Z;4;married
1972;$100,000 or more;90d6c703fb9ccf73cb386005101acc8b;2016-09-07T11:04:17.000Z;male;2016-09-07T11:04:54.445Z;4;married
1990;Less than $10,000;cb385ed9133ce4c0ea3f144e141466b4;2016-09-07T10:49:16.000Z;male;2016-09-07T10:51:26.146Z;3;married
1970;$60,000-$74,999;53eebd621b5f6ad82b92deb9ce998aff;2016-09-07T10:19:14.000Z;female;2016-09-07T10:22:10.553Z;3;engaged
1959;$75,000-$99,999;364a58896c12d4caffa352959105216c;2016-09-07T10:04:17.000Z;male;2016-09-07T10:06:16.523Z;2;married
1995;$10,000-$14,999;95cdbe4cb4352e0e9d196bfed4fa72a3;2016-09-07T09:49:15.000Z;male;2016-09-07T09:53:40.859Z;5+;single
1990;Less than $10,000;c39423dcfd32720f97fdd16b6e072614;2016-09-07T09:34:19.000Z;male;2016-09-07T09:36:34.390Z;3;single
1994;$60,000-$74,999;603eb8a8d2cd4e2a8e685f16c1163204;2016-09-07T09:19:18.000Z;male;2016-09-07T09:23:10.035Z;3;single
1991;$40,000-$59,999;32051fe64288726580e650af4d2f149f;2016-09-07T09:04:17.000Z;male;2016-09-07T09:06:33.439Z;3;single
1986;$40,000-$59,999;014fb394c42e0c2877db03079b9692ba;2016-09-07T08:49:16.000Z;male;2016-09-07T08:52:39.053Z;1;single
1978;Less than $10,000;4f1bb84409d799ad5b0debf929a04697;2016-09-07T08:34:17.000Z;male;2016-09-07T08:44:40.701Z;2;married
1987;$25,000-$39,999;c3d5ff5ced1078963da793f7f75342ac;2016-09-07T08:19:13.000Z;female;2016-09-07T08:26:46.818Z;3;married
1985;Less than $10,000;dd7f29006be2534ce9c10edf29d596d0;2016-09-07T08:04:18.000Z;male;2016-09-07T08:13:54.679Z;3;married
1995;Less than $10,000;ea6526eac0f4705eddb6a77fbf86a28d;2016-09-07T07:34:20.000Z;male;2016-09-07T07:50:47.537Z;4;single
1968;$10,000-$14,999;cf4b6e3c0b485d59b8566dffa479ea6b;2016-09-07T07:49:17.000Z;male;2016-09-07T07:50:05.037Z;1;single
1961;$25,000-$39,999;2d05c3ed5a728091e4773d6ca9d38740;2016-09-07T07:19:14.000Z;female;2016-09-07T07:29:59.028Z;1;single
1990;Less than $10,000;f5c12a2adffd6d3ab5c19b6bcbce4701;2016-09-07T07:04:14.000Z;female;2016-09-07T07:08:04.314Z;5+;married
1983;Less than $10,000;c09c4b667079263ce230016408cddadd;2016-09-07T06:49:15.000Z;male;2016-09-07T07:05:34.827Z;5+;married
1991;$15,000-$24,999;e409de3cdbf13952c0cbbed30f1af7a7;2016-09-07T06:34:16.000Z;female;2016-09-07T06:39:35.361Z;5+;cohabitating
1991;$40,000-$59,999;11d6ff58c760971f9cdd6c71e85d7181;2016-09-07T06:19:15.000Z;female;2016-09-07T06:24:13.527Z;3;single
1980;$10,000-$14,999;b36ffffcd1831441a2a3b60919312ccd;2016-09-07T06:04:19.000Z;male;2016-09-07T06:10:59.541Z;3;married
1992;$40,000-$59,999;4ef7f56485e5dbf255e78ee37a865581;2016-09-07T05:49:19.000Z;female;2016-09-07T05:54:30.657Z;2;cohabitating
1968;$40,000-$59,999;edc43030d135c7c25940b97ddf535192;2016-09-07T05:34:20.000Z;male;2016-09-07T05:39:15.219Z;1;divorced
1989;$75,000-$99,999;29c93ec885a25e6047376867296e50f5;2016-09-07T05:19:20.000Z;female;2016-09-07T05:21:20.877Z;1;single
1997;Less than $10,000;0428ab83ee923e17fdfa1fac4ee805a3;2016-09-07T05:04:30.000Z;male;2016-09-07T05:07:57.689Z;1;single
1990;$40,000-$59,999;b80dd2c1ab16395a64a3da6c06e3d69c;2016-09-07T04:49:15.000Z;male;2016-09-07T04:51:53.369Z;1;single
1990;$40,000-$59,999;b80dd2c1ab16395a64a3da6c06e3d69c;;male;2016-09-07T04:51:51.775Z;1;single
1990;$40,000-$59,999;b80dd2c1ab16395a64a3da6c06e3d69c;;male;2016-09-07T04:51:49.874Z;1;single
1954;$60,000-$74,999;e95eb38a797352344a724364a22ccfef;2016-09-07T03:49:14.000Z;male;2016-09-07T04:40:41.932Z;2;married
1983;$25,000-$39,999;7955f335bc37c487e4a9042e77690210;2016-09-07T04:34:25.000Z;male;2016-09-07T04:34:58.089Z;2;single
1977;$60,000-$74,999;86b2bcffa56c693f7165be753b80bd2c;2016-09-07T04:19:15.000Z;male;2016-09-07T04:26:23.315Z;2;cohabitating
1986;$25,000-$39,999;5af0d88019aa29c200cc1d82f3394069;2016-09-07T04:04:15.000Z;male;2016-09-07T04:09:24.001Z;2;single
1971;$100,000 or more;d1c83a55c537216b23b3aa1f2d7d5e19;2016-09-07T03:19:15.000Z;male;2016-09-07T03:49:16.284Z;4;married
1991;$15,000-$24,999;ac2461da9f7d885058e4de449d94f60c;2016-09-07T03:34:13.000Z;male;2016-09-07T03:43:43.572Z;2;cohabitating
1989;$40,000-$59,999;b7f954d2543961ae7fa387efdc27a972;2016-09-07T03:04:46.000Z;female;2016-09-07T03:19:58.633Z;2;single
1990;$25,000-$39,999;77b8054c510ae27508c86db8a94894bb;2016-09-07T02:49:14.000Z;female;2016-09-07T03:03:27.271Z;2;cohabitating
1983;$60,000-$74,999;214e6617a1ef948b2b337c23a800ae3c;2016-09-07T02:04:15.000Z;male;2016-09-07T02:49:54.881Z;2;single
1988;Less than $10,000;86fe4f2ccbbcc4cc8f809560ade84fad;2016-09-07T02:34:16.000Z;male;2016-09-07T02:47:26.719Z;4;single
1986;$60,000-$74,999;75594516b2bcd0ff850c95846376ebee;2016-09-07T02:19:16.000Z;female;2016-09-07T02:46:36.127Z;4;married
1995;Less than $10,000;eb1efc151ff21056eab1e8c3581a8baa;2016-09-07T01:49:15.000Z;male;2016-09-07T02:09:41.250Z;2;cohabitating
1983;$15,000-$24,999;5aeb9cc274c7998a556a96b593c7b207;2016-09-07T01:34:15.000Z;male;2016-09-07T02:07:04.145Z;2;cohabitating
1977;$40,000-$59,999;5b9d4c7ca0b3ff41040bd9c2ada7cc53;2016-09-07T01:19:15.000Z;female;2016-09-07T01:37:37.119Z;4;married
1991;$40,000-$59,999;f0a2f4d5b67ed822bf6c8e9e2ddaebe7;2016-09-07T01:04:16.000Z;female;2016-09-07T01:21:47.634Z;3;married
1986;$40,000-$59,999;c5e85b4db0f8ae1ab0b2e73783ac8d83;2016-09-07T00:34:15.000Z;female;2016-09-07T01:12:53.405Z;3;married
1993;Less than $10,000;7e4c8a341fbd01e86a8e59928599d6be;2016-09-07T00:49:15.000Z;female;2016-09-07T01:11:20.164Z;2;single
1985;Less than $10,000;e197fbcdd7698144dd8d4e37db88725a;2016-09-07T00:19:16.000Z;female;2016-09-07T00:37:02.915Z;1;single
1989;$75,000-$99,999;812cdecf697ab942f0431b451c3768bf;2016-09-07T00:04:16.000Z;female;2016-09-07T00:13:43.938Z;2;cohabitating
1980;$60,000-$74,999;2991085d53253a5e49ae86954e006da8;2016-09-06T23:34:16.000Z;male;2016-09-07T00:07:37.773Z;3;married
1988;$25,000-$39,999;481b0fadc57f81c6ece399bcd44b7273;2016-09-06T23:49:15.000Z;male;2016-09-07T00:01:23.493Z;3;single
1985;$25,000-$39,999;642eaf082c127697d70be1a900bd006f;2016-09-06T23:04:15.000Z;female;2016-09-06T23:51:34.485Z;1;single
1993;$25,000-$39,999;41fad5960497b93c5df4d71c11166113;2016-09-06T23:19:40.000Z;female;2016-09-06T23:20:20.778Z;2;single
1963;$100,000 or more;d30255605cefa772ec510aadf2120120;2016-09-06T22:49:16.000Z;male;2016-09-06T22:51:06.282Z;2;divorced
1958;$100,000 or more;a0619c79d58750852428d2e9e74992e5;2016-09-06T22:34:16.000Z;female;2016-09-06T22:41:07.836Z;2;married
1990;$40,000-$59,999;5bfd7054f79269f1baa19369e3f03326;2016-09-06T22:19:16.000Z;male;2016-09-06T22:28:37.625Z;4;married
1991;$100,000 or more;7098c84c18d63fe81b3e1667ff0e5df0;2016-09-06T21:19:16.000Z;male;2016-09-06T22:23:58.294Z;2;single
1968;$60,000-$74,999;a48a6b4ee7267683aa46419c5bb45835;2016-09-06T20:49:16.000Z;female;2016-09-06T22:10:31.937Z;2;single
1982;$60,000-$74,999;3ce1645e277915983d2e17406ed82c86;2016-09-06T22:04:15.000Z;female;2016-09-06T22:06:05.054Z;3;married
1961;Less than $10,000;56df125b25cf8ab44abf0d37dcfdc6ac;2016-09-06T21:49:14.000Z;female;2016-09-06T21:53:28.567Z;3;single
1963;$40,000-$59,999;a93f7a10f40ee9acba214a18d015ca9a;2016-09-06T21:34:16.000Z;female;2016-09-06T21:40:45.116Z;3;married
1969;$100,000 or more;9327ecb780b599ee560e509f13765da5;2016-09-06T20:34:27.000Z;male;2016-09-06T21:05:22.575Z;3;married
1986;$15,000-$24,999;cf72dc2c8fd907f39d273c56de3ea10c;2016-09-06T19:34:16.000Z;female;2016-09-06T21:05:17.423Z;2;cohabitating
1995;$40,000-$59,999;b446f25900beb04709961d44258efdf9;2016-09-06T21:04:15.000Z;male;2016-09-06T21:04:40.468Z;5+;single
1981;$40,000-$59,999;a7f8d568a9b7ba57664f5d005a18dc9b;2016-09-06T20:04:15.000Z;female;2016-09-06T20:34:02.574Z;3;married
1978;$40,000-$59,999;954843a856d522c9eeba3a1d0d875f4f;2016-09-06T20:19:16.000Z;female;2016-09-06T20:27:00.649Z;5+;married
1991;$15,000-$24,999;76d7223b22822a94039d6257250a7073;2016-09-06T19:19:15.000Z;male;2016-09-06T20:23:38.140Z;2;single
1989;$10,000-$14,999;0492c196ea7d1ee11fdb624b62f3871b;2016-09-06T18:49:15.000Z;female;2016-09-06T20:00:13.348Z;2;cohabitating
1991;$25,000-$39,999;4b19d28834926344154ff9390f1e4b1c;2016-09-06T19:49:14.000Z;male;2016-09-06T19:57:47.178Z;4;married
1991;$40,000-$59,999;62a422aace2964f0c6994a2ad21a0543;2016-09-06T19:04:16.000Z;male;2016-09-06T19:23:12.230Z;2;cohabitating
1970;$40,000-$59,999;0d9e6853ce198ffdfe62df593d2cab95;2016-09-06T17:49:18.000Z;female;2016-09-06T19:03:24.339Z;3;married
1984;$75,000-$99,999;6eafced430a6b51982a6d2e864075228;2016-09-06T17:34:15.000Z;female;2016-09-06T18:42:57.561Z;5+;married
1983;$25,000-$39,999;461bbde3f8cc3743859e40f8b07806a1;2016-09-06T18:34:16.000Z;female;2016-09-06T18:42:31.530Z;1;single
1974;Less than $10,000;c9fab1d3555e57e00aa7ade81aebcdee;2016-09-06T18:19:16.000Z;female;2016-09-06T18:40:36.552Z;4;married
1986;Less than $10,000;34e33677218e9b314265138ff7c46963;2016-09-06T16:49:14.000Z;male;2016-09-06T18:38:17.459Z;1;single
1993;$40,000-$59,999;f26ab16562b5722fcba5566da9921206;2016-09-06T18:04:16.000Z;male;2016-09-06T18:37:08.993Z;3;single
